Governorate,City,District,Town
محافظة إدلب,حارم,مركز سلقين,إسقاط
محافظة إدلب,حارم,مركز سلقين,الفوزية
محافظة إدلب,حارم,مركز سلقين,الحمزية
محافظة إدلب,حارم,مركز سلقين,كفرنة
محافظة إدلب,حارم,مركز سلقين,كفر هند
محافظة إدلب,حارم,مركز سلقين,كفرحات جلاد
محافظة إدلب,حارم,مركز سلقين,حير جاموس صغير
محافظة إدلب,حارم,مركز سلقين,السعيدية
محافظة إدلب,حارم,مركز سلقين,سلقين
محافظة إدلب,حارم,مركز سلقين,تلعمار
محافظة إدلب,حارم,مركز سلقين,التلول
محافظة إدلب,حارم,مركز سلقين,الشيوخ
محافظة إدلب,حارم,مركز كفر تخاريم,عبريتا
محافظة إدلب,حارم,مركز كفر تخاريم,بشندلايا (رشادية)
محافظة إدلب,حارم,مركز كفر تخاريم,حلة
محافظة إدلب,حارم,مركز كفر تخاريم,جدعين
محافظة إدلب,حارم,مركز كفر تخاريم,كفر كيلا
محافظة إدلب,حارم,مركز كفر تخاريم,كفر مارس
محافظة إدلب,حارم,مركز كفر تخاريم,كفر تخاريم
محافظة إدلب,حارم,مركز كفر تخاريم,كوكو (عين الجاج)
محافظة إدلب,حارم,مركز كفر تخاريم,تلتيتا
محافظة إدلب,حارم,مركز قورقينا,ابنابل
محافظة إدلب,حارم,مركز قورقينا,باريشا
محافظة إدلب,حارم,مركز قورقينا,بوزغار
محافظة إدلب,حارم,مركز قورقينا,حتان
محافظة إدلب,حارم,مركز قورقينا,كفر عروق
محافظة إدلب,حارم,مركز قورقينا,معراة الشلف
محافظة إدلب,حارم,مركز قورقينا,قلب لوزة
محافظة إدلب,حارم,مركز قورقينا,قورقانيا
محافظة إدلب,حارم,مركز قورقينا,ربعيتا
محافظة إدلب,حارم,مركز قورقينا,رضوة
محافظة إدلب,حارم,مركز قورقينا,راس الحصن
محافظة إدلب,حارم,مركز قورقينا,سردين
محافظة إدلب,حارم,مركز قورقينا,طورلاها
محافظة إدلب,حارم,أرمناز,أرمناز
محافظة إدلب,حارم,أرمناز,بسليا
محافظة إدلب,حارم,أرمناز,بيرة ارمناز
محافظة إدلب,حارم,أرمناز,الدويلة
محافظة إدلب,حارم,أرمناز,الغفر
محافظة إدلب,حارم,أرمناز,حفسرجة
محافظة إدلب,حارم,أرمناز,كبتة
محافظة إدلب,حارم,أرمناز,كوارو (أم الرياح)
محافظة إدلب,حارم,أرمناز,ملس
محافظة إدلب,حارم,أرمناز,القنيطرة
محافظة إدلب,حارم,أرمناز,الشيخ يوسف
محافظة إدلب,حارم,أرمناز,حاج جمعة
محافظة إدلب,ادلب,مركز إدلب,عقربات
محافظة إدلب,ادلب,مركز إدلب,عرشاني
محافظة إدلب,ادلب,مركز إدلب,عين شيب
محافظة إدلب,ادلب,مركز إدلب,فيلون
محافظة إدلب,ادلب,مركز إدلب,إدلب
محافظة إدلب,ادلب,مركز إدلب,كفروحين
محافظة إدلب,ادلب,مركز إدلب,الكريز
محافظة إدلب,ادلب,مركز إدلب,مرتين
محافظة إدلب,ادلب,مركز إدلب,المسطومة
محافظة إدلب,ادلب,مركز إدلب,النيرب
محافظة إدلب,ادلب,مركز إدلب,عرى الشمالية
محافظة إدلب,ادلب,مركز إدلب,قميناس
محافظة إدلب,ادلب,مركز إدلب,سيجر (بقسمته)
محافظة إدلب,ادلب,مركز إدلب,تب عيسى (شرقية وغربية)
محافظة إدلب,ادلب,أبو الظهور,أبو الظهور
محافظة إدلب,ادلب,أبو الظهور,البليصة
محافظة إدلب,ادلب,أبو الظهور,البراغيثي
محافظة إدلب,ادلب,أبو الظهور,باريسا
محافظة إدلب,ادلب,أبو الظهور,زفر الكبير
محافظة إدلب,ادلب,أبو الظهور,بصرى (زفر الصغير)
محافظة إدلب,ادلب,أبو الظهور,حرملة
محافظة إدلب,ادلب,أبو الظهور,حميمات الداير
محافظة إدلب,ادلب,أبو الظهور,الحسينية (تل كلبة)
محافظة إدلب,ادلب,أبو الظهور,جلاس
محافظة إدلب,ادلب,أبو الظهور,جديدة أبو الظهور
محافظة إدلب,ادلب,أبو الظهور,المشيرفة
محافظة إدلب,ادلب,أبو الظهور,المستريحة
محافظة إدلب,ادلب,أبو الظهور,رأس العين
محافظة إدلب,ادلب,أبو الظهور,رسم عابد
محافظة إدلب,ادلب,أبو الظهور,تل الأغر
محافظة إدلب,ادلب,أبو الظهور,تل فخار
محافظة إدلب,ادلب,أبو الظهور,تل سلمو
محافظة إدلب,ادلب,أبو الظهور,تل سلطان
محافظة إدلب,ادلب,أبو الظهور,تل طوقان
محافظة إدلب,ادلب,أبو الظهور,تلجينة
محافظة إدلب,ادلب,أبو الظهور,تلخطرة
محافظة إدلب,ادلب,أبو الظهور,طواحينة
محافظة إدلب,ادلب,أبو الظهور,طويل الشيخ
محافظة إدلب,ادلب,أبو الظهور,التويم
محافظة إدلب,ادلب,أبو الظهور,طويلة
محافظة إدلب,ادلب,أبو الظهور,السكرية
محافظة إدلب,ادلب,أبو الظهور,الخوالدة
محافظة إدلب,ادلب,أبو الظهور,الذهبية
محافظة إدلب,ادلب,بنش,بنش
محافظة إدلب,ادلب,بنش,الفوعة
محافظة إدلب,ادلب,بنش,طعوم
محافظة إدلب,ادلب,سراقب,أبو الخوص
محافظة إدلب,ادلب,سراقب,آفس
محافظة إدلب,ادلب,سراقب,آجز
محافظة إدلب,ادلب,سراقب,انقراتي
محافظة إدلب,ادلب,سراقب,بجفاص
محافظة إدلب,ادلب,سراقب,بويطي
محافظة إدلب,ادلب,سراقب,داديخ
محافظة إدلب,ادلب,سراقب,جوباس
محافظة إدلب,ادلب,سراقب,كفر بطيخ
محافظة إدلب,ادلب,سراقب,كفر عميم
محافظة إدلب,ادلب,سراقب,خان السبل
محافظة إدلب,ادلب,سراقب,خوارى
محافظة إدلب,ادلب,سراقب,لوف
محافظة إدلب,ادلب,سراقب,معردبسي
محافظة إدلب,ادلب,سراقب,محاريم
محافظة إدلب,ادلب,سراقب,مرديخ
محافظة إدلب,ادلب,سراقب,الرصافة
محافظة إدلب,ادلب,سراقب,ريان
محافظة إدلب,ادلب,سراقب,سلامين
محافظة إدلب,ادلب,سراقب,سان
محافظة إدلب,ادلب,سراقب,سراقب
محافظة إدلب,ادلب,سراقب,الشيخ إدريس
محافظة إدلب,ادلب,سراقب,تل كراتين
محافظة إدلب,ادلب,سراقب,ترنبة
محافظة إدلب,ادلب,تفتناز,كتيان
محافظة إدلب,ادلب,تفتناز,معارة النعسان (معارة الحاسكي)
محافظة إدلب,ادلب,تفتناز,شللخ
محافظة إدلب,ادلب,تفتناز,طلحية
محافظة إدلب,ادلب,تفتناز,تفتناز
محافظة إدلب,ادلب,معرة مصرين,باتنته
محافظة إدلب,ادلب,معرة مصرين,بحوري
محافظة إدلب,ادلب,معرة مصرين,حرنبوش
محافظة إدلب,ادلب,معرة مصرين,حزانو
محافظة إدلب,ادلب,معرة مصرين,الكفر (كفر يحمول)
محافظة إدلب,ادلب,معرة مصرين,كفر جالس
محافظة إدلب,ادلب,معرة مصرين,كفر نبي
محافظة إدلب,ادلب,معرة مصرين,كفريا
محافظة إدلب,ادلب,معرة مصرين,كفتين
محافظة إدلب,ادلب,معرة مصرين,كللي
محافظة إدلب,ادلب,معرة مصرين,معرة مصرين
محافظة إدلب,ادلب,معرة مصرين,معرة الإخوان
